county_prec,pct_obama,pct_romney,obama,romney
001_052,0.6679841897233202,0.2845849802371542,845.0,360.0
001_053,0.6873385012919897,0.28940568475452194,266.0,112.0
001_054,0.6246851385390428,0.32997481108312343,496.0,262.0
001_055,0.7040816326530612,0.24927113702623907,483.0,171.0
001_056,0.6312292358803987,0.31727574750830567,380.0,191.0
001_057,0.5227655986509275,0.42833052276559863,310.0,254.0
001_058,0.60431654676259,0.35251798561151076,84.0,49.0
001_059,0.6913716814159292,0.2588495575221239,625.0,234.0
001_060,0.6700636942675159,0.2700636942675159,526.0,212.0
001_061,0.7588652482269503,0.1938534278959811,321.0,82.0
001_062,0.7873015873015873,0.1873015873015873,248.0,59.0
